x,y,z
-8.759155260282569,1.4032902351681855,-45.03321777107597
-9.176452623294606,1.8199791579972953,-44.033217772531096
-8.80728481861297,1.4032902388976822,-44.03321777106476
-9.1764526232149,1.4032902407873422,-43.53461871854961
-8.69183634428191,0.40329023143701903,-46.03321776736635
-9.17645262399658,0.4032902296774097,-46.516916612163186
-8.618576513574226,0.40329023515591444,-45.033217767383405
-8.676475034764735,0.4032902388862567,-44.033217767369926
-9.176452623136,0.9698490805458277,-43.033217769364114
-8.735554681596113,0.40329024261670554,-43.03321776735617
-9.1764526229148,0.8366589292418212,-42.03321776886794
-8.806043611111818,0.40329024634814914,-42.033217767339764
-9.176452622838326,0.4032902482094727,-41.542254785075784
-8.768906103970949,-0.5967097722815424,-47.033217763623114
-9.176452624287835,-0.5967097735856655,-47.392843103036284
-9.176452624167958,-0.18272356619127095,-47.03321776507045
-8.556015478272457,-0.5967097611242593,-44.03321776367268
-8.669833169842605,-0.5967097573890285,-43.033217763646185
-8.683222757012118,-0.596709753662573,-42.033217763643066
-9.176452622764252,-0.10574676771648228,-41.03321776535721
-8.806043610966299,-0.5967097499265606,-41.03321776361447
-9.176452622706213,-0.5967097482797215,-40.59983096085489
-8.685717093438143,-1.5967097722888042,-47.03321775991719
-9.176452624392244,-1.5967097738592173,-47.4662745911628
-8.55597780799144,-1.596709757398969,-43.033217759947405
-8.669833169697085,-1.5967097536637382,-42.033217759920895
-8.735554681305075,-1.5967097499327139,-41.0332177599056
-9.176452622762511,-1.5967097477834926,-40.46662458963692
-8.685661303577945,-2.5967097722888113,-47.03321775619192
-9.176452624479564,-2.5967097738593736,-47.466316072270274
-8.556015477981418,-2.5967097536736787,-42.0332177562221
-8.676468835445121,-2.5967097499378724,-41.03321775619406
-9.176452622705256,-2.0967059314716607,-40.03321775794031
-8.806005463935435,-2.5967097462012703,-40.0332177561639
-9.176452622648004,-2.5967097445544027,-39.59982237033546
-8.751869666244602,-3.5967097722830275,-47.033217752451215
-9.176452624552267,-3.5967097736256477,-47.403574312105775
-8.61760757988668,-3.5967097499430096,-41.03321775248247
-8.735453591769328,-3.5967097462074307,-40.03321775245503
-9.1764526227043,-3.5967097440581597,-39.466613138094544
-9.176452624508793,-4.0863948308397084,-47.03321775052814
-9.176452624463444,-4.596709770807493,-46.64708217047155
-8.609751210955437,-4.596709749943699,-41.033217748759014
-8.682968125853222,-4.596709746212014,-40.03321774874196
-9.17645262264705,-4.096736445324495,-39.03321775048961
-8.806043610849883,-4.59670974247598,-39.03321774871331
-9.176452622589833,-4.596709740829702,-38.5999806728214
-8.695789801684441,-5.596709768562633,-46.03321774501369
-9.176452624497456,-5.5967097699546855,-46.41815789230168
-8.6097164019302,-5.596709749943699,-41.03321774503373
-8.676484571100445,-5.596709746212582,-40.033217745018185
-8.743477330572205,-5.596709742481437,-39.03321774500259
-9.176452622661902,-5.596709740585837,-38.53451760299504
-9.17645262445138,-6.095508138881996,-46.03321774304361
-8.614103304804303,-6.596709764844476,-45.03321774130742
-9.17645262439522,-6.596709766921919,-45.604055715724826
-8.609751687967218,-6.596709749943699,-41.033217741308434
-8.682968126027845,-6.596709746212014,-40.03321774129138
-8.806070313905366,-6.596709742475973,-39.03321774126272
-9.17645262276625,-6.596709740858429,-38.60769112221897
-8.800716864614515,-7.596709764828184,-45.03321773753868
-9.176452624447009,-7.59670976635357,-45.45149070955813
-8.562571512971772,-7.596709761123684,-44.03321773759413
-8.617743478826014,-7.596709749942995,-41.03321773758128
-8.735477433976484,-7.596709746207431,-40.03321773755387
-9.176452623053846,-7.596709744062956,-39.46790058352053
-9.176452622908865,-7.095366969006136,-39.03321773931884
-9.176452624391631,-8.077842272119597,-45.03321773565884
-8.790516840817872,-8.596709761103781,-44.03321773381576
-9.17645262431849,-8.59670976290029,-44.524508303031325
-8.624231325753499,-8.596709757393015,-43.03321773385448
-8.624130712880287,-8.596709753667731,-42.0332177338545
-8.729128347535152,-8.596709749933275,-41.03321773383006
-8.816601262951735,-8.596709746200347,-40.03321773380969
-9.176452623177607,-8.596709744646148,-39.62445098720491
-9.176452624247752,-9.096633467124775,-44.033217731863544
-8.806136595463613,-9.596709757377127,-43.03321773008683
-9.176452624172565,-9.59670975916849,-43.52276164479554
-8.806113707047189,-9.596709753651844,-42.03321773008685
-9.176452623709682,-9.59670975176239,-41.53470164723694
-9.17645262355505,-9.162944338517264,-41.03321773161652
-9.176452623308471,-9.005477446364239,-40.03321773220313
-9.176452624095644,-10.021159677999094,-43.033217728419416
-9.176452623862815,-10.021178747760132,-42.033217728419345
-9.847835050459253,2.4032902389885322,-44.03321777454778
-10.176452623319058,2.403290237811113,-44.356981144985184
-10.176452623219117,2.6845745712926146,-44.033217775519134
-10.176452622973907,2.826359242986655,-43.03321777604732
-9.752511010767194,2.403290242705502,-43.03321777456998
-10.17645262273577,2.887131188850617,-42.033217776273716
-9.744079575903015,2.4032902464300534,-42.03321777457194
-10.176452622501632,2.9021019719948526,-41.03321777632949
-9.743323311937274,2.4032902501552798,-41.033217774572115
-10.176452622274528,2.836527329724049,-40.0332177760852
-9.806066498655127,2.4032902538860483,-40.03321777455751
-10.176452622198049,2.4032902557472795,-39.54227768047713
-9.52633761067409,1.403290231509878,-46.033217770897345
-10.176452623677372,1.40329023347509,-45.520923955133185
-10.176452623526409,1.831753217469668,-45.03321777234213
-9.5477843148401,1.4032902426876248,-43.03321777089235
-9.61747311160434,1.4032902464189974,-42.03321777087612
-9.669969544629566,1.4032902501488707,-41.0332177708639
-9.683222756371833,1.4032902538753191,-40.033217770860816
-10.176452622123968,1.8942532398214098,-39.03321777257496
-9.806043610326014,1.4032902576113315,-39.03321777083222
-10.176452622065929,1.4032902592581777,-38.59982810704969
-10.17645262398549,0.4032902299421721,-46.46928391768597
-10.176452623841273,0.8922028139641043,-46.03321776884203
-9.556022153206868,0.40329025013892306,-41.03321776716514
-9.669953332020668,0.40329025387416095,-40.033217767138616
-9.735570416291011,0.4032902576051782,-39.03321776712334
-10.176452622122227,0.40329025975438526,-38.46662745787762
-10.176452624290013,-0.5967097735332132,-47.402200078358874
-10.176452624167649,-0.17919497113325633,-47.03321776485076
-9.617334828537423,-0.5967097461304292,-40.033217763425576
-9.682968125271145,-0.5967097423994119,-39.03321776341029
-10.176452622064973,-0.09673262681462802,-38.03321776515796
-9.806043610267807,-0.5967097386633782,-38.03321776338164
-10.17645262200775,-0.5967097370170009,-37.599953984608874
-10.176452624406213,-1.5967097739954283,-47.52627548738383
-9.546884522686014,-1.5967097461365825,-40.03321775971669
-9.669952855125302,-1.5967097424005487,-39.033217759688036
-9.743297085544327,-1.5967097386688565,-38.03321775967096
-10.176452622079523,-1.596709736768375,-37.53321489854716
-10.176452624495095,-2.596709774020553,-47.53301986842416
-9.617451653582975,-2.5967097424051317,-39.033217755974974
-9.735298142302781,-2.596709738669553,-38.03321775594753
-10.176452622151292,-2.596709736519699,-37.46645960002206
-10.176452624580874,-3.596709773996011,-47.52643188252114
-9.546899781416869,-3.596709742411292,-39.033217752266104
-9.676452622370562,-3.59670973867469,-38.03321775223594
-10.176452622094075,-3.096709734905744,-37.03321775398217
-9.806031212530797,-3.596709734938088,-37.03321775220577
-10.176452622037075,-3.5967097332952562,-36.60090669407509
-9.677725779765751,-4.596709772202189,-47.03321774851035
-10.176452624641712,-4.596709773572471,-47.412737210979685
-9.617639050527941,-4.596709738679827,-38.03321774852434
-9.743362412264105,-4.596709734943559,-37.033217748495076
-10.176452622110576,-4.596709733074277,-36.54158719419502
-10.176452624596898,-5.095485254336381,-47.03321774653615
-10.176452624550796,-5.596709770720821,-46.64725382789038
-9.61635826600832,-5.596709738679934,-38.03321774479935
-9.805929646390723,-5.596709734938095,-37.03321774475522
-10.176452622213482,-5.596709733323777,-36.608561830362305
-9.618971812422387,-6.596709768482029,-46.03321774107346
-10.176452624599348,-6.5967097701006665,-46.48078281967901
-9.676598057965748,-6.596709738674676,-38.033217741060035
-10.176452622499074,-6.59670973649628,-37.460174871375784
-10.176452622355898,-6.095420367229963,-37.033217742811104
-9.759432780527277,-7.596709768469765,-46.03321773731546
-10.176452624668425,-7.596709769808918,-46.402467557927594
-9.553422914090334,-7.596709742410724,-39.03321773736343
-9.800835595437093,-7.596709738663833,-38.03321773730582
-10.176452622622223,-7.596709737069688,-37.61409790231846
-10.176452624624348,-8.076549093384529,-46.033217735430824
-9.615005957719404,-8.596709764757087,-45.0332177336238
-10.176452624567654,-8.596709766799599,-45.594659155001864
-9.740026937157381,-8.596709742394431,-39.03321773359469
-10.176452622925758,-8.596709740529263,-38.5427697354462
-10.176452622761087,-8.069488058943534,-38.03321773545713
-9.8094630119449,-9.596709764740112,-45.033217729853234
-10.176452624609695,-9.596709766075257,-45.4002202169504
-9.56259916970157,-9.596709761036372,-44.03321772991071
-9.553420053707669,-9.596709749861304,-41.03321772991285
-9.740026937477523,-9.596709746119721,-40.0332177298694
-10.176452623245641,-9.596709744250404,-39.54165679379366
-10.176452623082868,-9.088271632004762,-39.033217731661864
-10.176452624564615,-10.059070146788144,-45.03321772804536
-9.800856101093814,-10.596709761015568,-44.03321772612995
-10.176452624488535,-10.596709762739728,-44.504846391966566
-9.684432493988425,-10.596709757300445,-43.03321772615705
-9.684434877941385,-10.596709753575155,-42.03321772615705
-9.800858484581113,-10.596709749839697,-41.03321772612995
-10.176452623570162,-10.59670974804574,-40.56045943289064
-10.176452623402914,-10.087161558825755,-40.03321772794071
-10.17645262441588,-11.022239240963245,-44.03321772445727
-10.17645262419024,-11.10460618059733,-43.03321772415043
-10.176452623957324,-11.103633429069305,-42.033217724154056
-10.176452623716816,-11.015693209279561,-41.03321772448166
-10.903305515792454,6.403290253981851,-40.03321778920319
-11.17645262203365,6.4032902528769995,-40.33619916578755
-11.176452621939669,6.671749574074056,-40.03321779013969
-11.17645262169924,6.7587532856850885,-39.0332177904638
-10.825307831080863,6.403290257700327,-39.033217789221354
-11.176452621619022,6.403290259511053,-38.55538404127583
-10.914624199736863,5.403290250257548,-41.03321778547527
-11.17645262234304,5.403290249323767,-41.29001366859302
-11.17645262225785,5.694210507848766,-41.03321778649807
-10.697032913798466,5.4032902539638386,-40.033217785525935
-10.683989986777306,5.403290257687992,-39.03321778552897
-11.176452621535404,5.968563546368387,-38.033217787520115
-10.735612377291545,5.403290261417787,-38.03321778551695
-11.176452621314887,5.8275151186971925,-37.03321778699467
-10.8153757895343,5.403290265150041,-37.03321778549838
-11.176452621253153,5.403290266761957,-36.60898530250415
-10.811634526209673,4.403290250248553,-41.033217781773956
-11.176452622463508,4.403290248793255,-41.43242203583941
-10.683178410254186,4.403290253962631,-40.03321778180387
-10.676486477343133,4.403290257687331,-39.033217781805426
-10.676720127317822,4.403290261412643,-38.03321778180537
-10.735605224588653,4.403290265143077,-37.03321778179166
-11.176452621307323,4.403290267292206,-36.46664654603228
-10.827704892435577,3.4032902465246693,-42.03321777804493
-11.176452622769153,3.403290245299928,-42.37015568232164
-11.17645262266142,3.738678430148866,-42.033217779213146
-10.62873743538512,3.403290250232587,-41.033217778091256
-10.618263706972357,3.4032902539569605,-40.033217778093686
-10.669807419355493,3.4032902576867485,-39.03321777808169
-10.67643688613316,3.4032902614126215,-38.03321777808014
-10.683117851323914,3.4032902651384944,-37.033217778078594
-11.176452621250066,3.903267380723264,-36.03321777982629
-10.8060436094529,3.403290268874514,-36.03321777804997
-11.176452621192844,3.403290270520884,-35.59995590662584
-10.555623994703637,2.403290239050328,-44.03321777438298
-11.176452623124668,2.4032902410086763,-43.52207885822281
-11.176452622973432,2.831795186677482,-43.03321777583474
-10.556022152566584,2.403290257676815,-39.03321777438289
-10.669803604512708,2.403290261412039,-38.0332177743564
-10.676602348481538,2.403290265137926,-37.03321777435482
-10.74331282035564,2.4032902688690427,-36.033217774339285
-11.176452621264616,2.403290270769503,-35.53321777423844
-10.66659926052671,1.4032902353347296,-45.03321777063186
-11.176452623447386,1.4032902372421745,-44.53314243024215
-11.176452623287453,1.9019035966484807,-44.03321777237063
-10.61731861543376,1.4032902614074558,-38.03321777064333
-10.676436886074953,1.4032902651379118,-37.03321777062956
-10.735446437844075,1.4032902688683535,-36.03321777061583
-11.17645262133639,1.4032902710181148,-35.46648154919967
-10.667808519880055,0.4032902316095459,-46.03321776690628
-11.17645262376754,0.40329023351667814,-45.533197262790054
-11.176452623607476,0.9032673471956514,-45.03321776865042
-10.54688452204573,0.40329026140130964,-38.03321776693444
-10.669803127617342,0.40329026513732913,-37.03321776690582
-10.683102115726797,0.4032902688637847,-36.03321776690272
-11.176452621279168,0.9032902726321481,-35.0332177686505
-10.806043609482003,0.4032902725998042,-35.0332177668741
-11.176452621221951,0.4032902742461033,-34.599974968936294
-10.647717463376466,-0.5967097721174994,-47.033217763185675
-11.17645262408741,-0.5967097702042707,-46.53203139221296
-11.176452623927618,-0.09673647122690454,-46.03321776492511
-10.617458805500064,-0.5967097348672397,-37.03321776319272
-10.676484569732565,-0.5967097311367979,-36.033217763178975
-10.743331893871073,-0.596709727405667,-35.03321776316341
-11.176452621293759,-0.5967097255058462,-34.53338942443952
-11.176452624379506,-1.5967097734807894,-47.41156563302502
-11.17645262424946,-1.1162105044932105,-47.033217761127275
-10.609592422988499,-1.5967097348679289,-37.03321775946926
-10.676436886104057,-1.596709731136798,-36.03321775945369
-10.743188842810923,-1.5967097274056812,-35.03321775943815
-11.176452621381037,-1.596709725505292,-34.53324064752087
-11.176452624493564,-2.5967097739087492,-47.52644428377971
-10.54686163389124,-2.5967097348734,-37.03321775575857
-10.669952854514122,-2.5967097311373664,-36.033217755729915
-10.743316158419475,-2.596709727405667,-35.03321775571283
-11.176452621468382,-2.5967097255058462,-34.53338941698894
-11.176452624582438,-3.596709773933739,-47.533153855707496
-10.62407635161071,-3.596709731141374,-36.033217752015304
-10.805917724821484,-3.596709727400203,-35.03321775197297
-11.176452621571409,-3.596709725757286,-34.600884759332985
-11.176452624668189,-4.5967097739087635,-47.526448567863554
-10.66867779212771,-4.59670973113748,-36.03321774827963
-11.17645262185826,-4.596709728949904,-35.45789655065164
-11.176452621715727,-4.096732615551446,-35.033217750023965
-10.67767618878861,-5.596709772114885,-47.033217744552246
-11.176452624729025,-5.596709773485166,-47.41274006804451
-10.68439625229803,-5.596709731136102,-36.03321774455068
-11.176452621961461,-5.596709729204143,-35.52614338835701
-11.176452624684313,-6.0966792544932105,-47.033217742573584
-11.176452624639573,-6.5967097706569575,-46.65354807442054
-10.553398594842292,-6.596709734872832,-37.03321774085589
-10.800858483067714,-6.596709731125934,-36.03321774079828
-11.176452622069283,-6.596709729532314,-35.6142361885868
-11.176452624698864,-7.596709770208619,-46.53319961717352
-10.740005955769448,-7.596709734856539,-37.033217737087156
-11.176452622372784,-7.59670973299135,-36.54276401689276
-11.176452622208112,-7.069468977919314,-36.03321773894966
-10.68635987030575,-8.596709768388834,-46.03321773337435
-11.176452624758136,-8.596709769759983,-46.41276962077245
-10.677613244450185,-8.596709738587279,-38.03321773337639
-11.176452622690709,-8.596709736681163,-37.53324062144384
-11.176452622529899,-8.08829832734773,-37.033217735154224
-11.176452624714093,-9.104411642125342,-46.03321773136891
-11.176452624669308,-9.596709766941757,-45.65625792881474
-10.676473127125064,-9.596709742312669,-39.03321772965137
-11.17645262301084,-9.596709740406283,-38.53319484135136
-11.176452622850775,-9.096705923846457,-38.03321773139761
-10.68711184244603,-10.59670976466348,-45.0332177259236
-11.176452624713184,-10.596709766246782,-45.469700632151216
-10.676475511630997,-10.59670974603796,-40.03321772592607
-11.176452623328771,-10.596709744096188,-39.52369719510898
-11.17645262317165,-10.105121149739716,-39.033217727640974
-11.17645262465597,-11.105403459689114,-45.03321772391463
-10.676630007888889,-11.596709760939106,-44.033217722200746
-11.176452624597687,-11.596709763001854,-44.59864645591006
-10.610012041957816,-11.596709757219628,-43.03321772221626
-10.616438376106089,-11.596709753493776,-42.03321772221476
-10.738967882556608,-11.596709749757792,-41.03321772218624
-11.17645262364884,-11.596709747820327,-40.52338629355654
-11.176452623492645,-11.114886778465007,-40.033217723879304
-10.8153018829762,-12.596709760926998,-44.03321771844317
-11.176452624650123,-12.59670976244385,-44.44886045670137
-10.743348586081993,-12.59670975720799,-43.03321771845992
-10.805949198489543,-12.596709753477235,-42.03321771844534
-11.17645262397366,-12.596709751620452,-41.54347543930635
-11.176452623811953,-12.105323336145375,-41.03321772018964
-11.176452624590292,-13.019816908112261,-44.033217716782886
-11.17645262436406,-13.095412760099862,-43.03321771650127
-11.176452624124842,-13.022243048122618,-42.03321771677385
-11.905857070552884,8.403290265245253,-37.03321779642035
-12.176452621163461,8.403290264093393,-37.348760017426684
-12.176452621066414,8.673332684702473,-37.033217797363335
-12.176452621001076,8.403290266691549,-36.65132273104973
-11.81034658808494,7.403290261511621,-38.033217792717295
-12.176452621505018,7.403290260025457,-38.44073808682151
-12.176452621374644,7.809803475654917,-38.03321779414644
-11.690614684775937,7.40329026522646,-37.03321779274518
-12.176452620895905,7.95955133161624,-36.03321779470429
-11.735613807162736,7.403290268955679,-36.0332177927347
-12.176452620673889,7.835720540053444,-35.03321779424299
-11.806046469893772,7.403290272687116,-35.033217792718304
-12.176452620597333,7.403290274548425,-34.54225862515159
-11.540549263503635,6.403290254037486,-40.03321778905483
-12.176452621842323,6.403290256025578,-39.51444757101126
-12.17645262169303,6.8299050191708375,-39.03321779049603
-11.559559806861216,6.40329026148973,-38.0332177890504
-11.617418273730436,6.403290265220072,-37.033217789036925
-11.670073493529344,6.403290268949959,-36.03321778902467
-11.683238967234502,6.403290272676394,-35.033217789021606
-12.17645262052326,6.8942303704388905,-34.03321779073566
-11.806066496908898,6.403290276412413,-34.03321778899301
-12.176452620465257,6.40329027805862,-33.5999978792388
-11.478825554717332,5.40329025030681,-41.03321778534391
-12.17645262214975,5.403290252503737,-40.45983445388265
-12.176452622008402,5.884535294986563,-40.033217786974255
-11.617338164942339,5.403290268945355,-36.033217785311656
-11.676468833349645,5.403290272675804,-35.03321778529789
-11.743312819628045,5.403290276406935,-34.033217785282325
-12.176452620537026,5.40329027830731,-33.53324067336507
-11.65498445983394,4.403290250322186,-41.033217781577605
-12.176452622271018,4.403290251960414,-40.60568081703968
-11.546884521230822,4.403290268939202,-36.03321778160277
-11.669920905580511,4.403290272675235,-35.03321778157412
-11.735430701490259,4.403290276406246,-34.033217781558875
-12.1764526206088,4.403290278555922,-33.466504448326305
-11.569712624826934,3.4032902465894495,-42.03321777787217
-12.176452622571977,3.403290248542042,-41.523293842794374
-12.1764526224135,3.911507108277874,-41.03321777962415
-11.617474540311377,3.4032902726706524,-35.03321777786104
-11.682984336221125,3.4032902764016626,-34.03321777784579
-12.176452620551576,3.903261669940548,-33.033217779593436
-11.806046469777357,3.4032902801376963,-33.03321777781714
-12.176452620494572,3.4032902817805137,-32.60090958070941
-11.665469155908795,2.4032902428725222,-43.03321777412458
-12.176452622890176,2.4032902448478666,-42.514942513080314
-12.176452622735969,2.8848480927117635,-42.03321777579955
-11.609592422173591,2.403290272669963,-35.03321777413759
-11.67645262091537,2.403290276401094,-34.03321777412202
-11.743331893143477,2.403290280132225,-33.03321777410645
-12.176452620566165,2.4032902820320317,-32.533393250079826
-11.675266252481379,1.4032902391480846,-44.03321777039701
-12.176452623210334,1.4032902411223063,-43.515014034928754
-12.176452623056093,1.88504263854702,-43.033217772074984
-11.546861633076333,1.403290272664492,-35.0332177704269
-11.669937118072994,1.4032902764005257,-34.03321777039825
-11.743173583294265,1.403290280132211,-33.0332177703812
-12.176452620653441,1.4032902820326072,-32.53323875111528
-11.67643164281617,0.4032902354229009,-45.03321776667145
-12.176452623532754,0.4032902373605509,-44.5248020675499
-12.176452623375475,0.8937611254223157,-44.03321776838217
-11.617607101070462,0.40329027639595694,-34.03321776668514
-11.743056281440658,0.4032902801321967,-33.03321776665594
-12.176452620740747,0.40329028203267825,-32.53321967390366
-11.676446901925374,-0.5967097683023894,-46.03321776294615
-12.176452623854857,-0.5967097663960672,-45.53321204078384
-12.17645262369479,-0.09673646741430275,-45.03321776469228
-11.609884246543515,-0.5967097236047181,-34.033217762961655
-11.743041022738907,-0.5967097198678033,-33.03321776293065
-12.176452620828059,-0.5967097179673218,-32.53321967017837
-11.6569728727045,-1.596709772029378,-47.033217759225394
-12.176452624174729,-1.5967097701170445,-46.53205427643843
-12.176452624014928,-1.0967135829559993,-46.03321776096708
-11.609864219470182,-1.596709723604718,-34.033217759236365
-11.743042930174852,-1.5967097198678033,-33.03321775920536
-12.176452620915597,-1.5967097179709597,-32.53419622895308
-12.176452624466815,-2.596709773393478,-47.4115656290669
-12.176452624336772,-2.1161876162223052,-47.03321775716924
-11.609899505507201,-2.596709723604718,-34.03321775551107
-11.743204101221636,-2.596709719867789,-33.033217755480024
-12.176452621004595,-2.596709717997925,-32.54143461328931
-12.176452624580872,-3.596709773821374,-47.52642806735821
-11.624076827982208,-3.5967097236034817,-34.03321775178247
-11.805944427236682,-3.596709719862311,-33.03321775174013
-12.176452621107536,-3.5967097182480003,-32.60856374469586
-12.176452624669722,-4.596709773845994,-47.5330360729713
-11.54697893554112,-4.596709727335501,-35.03321774807513
-11.728971466131043,-4.596709723594323,-34.03321774803276
-12.176452621394699,-4.5967097214456345,-33.46692212414928
-12.17645262124995,-4.095416537456913,-33.03321774979604
-12.176452624755495,-5.596709773821388,-47.526432351442054
-11.616294845967786,-5.596709727329447,-35.033217744333705
-11.805911049043061,-5.596709723587601,-34.03321774428956
-12.17645262151475,-5.596709721969468,-33.60753758368082
-11.676480281283148,-6.59670977202768,-47.0332177405944
-12.176452624816338,-6.596709773397862,-47.41274292510934
-11.738967880723067,-6.596709727318739,-35.03321774057986
-12.176452621815583,-6.5967097253858,-34.52460224670358
-12.176452621656626,-6.086478705488844,-34.03321774237875
-12.176452624771628,-7.096702142589493,-47.03321773861538
-12.17645262472691,-7.596709770570072,-46.65366203454323
-11.676455483277095,-7.596709731049486,-36.03321773686912
-12.176452622133493,-7.5967097290753856,-35.51501781609841
-12.17645262197852,-7.106544016831322,-35.03321773857871
-12.176452624786208,-8.596709770121826,-46.53333789599128
-11.675335869949777,-8.596709734774876,-37.033217733144085
-12.176452622453635,-8.596709732800662,-36.51501399767585
-12.176452622299394,-8.114928725146456,-36.03321773482219
-11.611110675294185,-9.596709768308095,-46.03321772943375
-12.176452624859728,-9.596709769901189,-46.4741109025199
-11.676408753875876,-9.596709738500074,-38.03321772941855
-12.17645262277605,-9.596709736562339,-37.52478152629919
-12.176452622618775,-9.106238848500652,-37.03321773112927
-11.758529651211575,-10.59670976829522,-46.033217725674135
-12.17645262493036,-10.59670976963428,-46.40246277791448
-11.613802896346897,-10.596709742230829,-39.033217725707836
-12.17645262308357,-10.596709740085657,-38.47056418401189
-12.176452622938822,-10.105144034110708,-38.03321772740806
-12.176452624887041,-11.085223714791937,-46.03321772375698
-11.603429782291641,-11.596709764583473,-45.03321772198496
-12.176452624832006,-11.596709766663665,-45.60504561034031
-11.561406122375047,-11.596709745960695,-40.033217721994745
-11.809459672862431,-11.596709742213747,-39.03321772193699
-12.176452623216434,-11.596709740814497,-38.66621141997166
-11.685239779937547,-12.596709764576332,-45.03321771824062
-12.176452624900552,-12.596709766363404,-45.52444486808963
-11.56254957820056,-12.596709749685886,-41.033217718269185
-11.79155348421773,-12.5967097459406,-40.033217718215866
-12.17645262351012,-12.59670974411646,-39.552575399400666
-12.176452623342254,-12.059089197748108,-39.033217720129045
-11.809696185664507,-13.596709764565468,-45.033217714486355
-12.176452624958909,-13.596709765900123,-45.40008239564486
-11.624262797675328,-13.596709760856363,-44.03321771452953
-11.616374957171502,-13.596709757131762,-43.03321771453136
-11.67659853634541,-13.596709753401214,-42.03321771451734
-11.800850855448516,-13.596709749665074,-41.033217714488416
-12.176452623832098,-13.596709747871131,-40.56046323594637
-12.17645262366409,-13.078460234188242,-40.03321771633159
-12.176452624914578,-14.067294633918209,-45.0332177126479
-11.806139933993109,-14.596709760840483,-44.03321771076189
-12.17645262483967,-14.596709762595339,-44.5129616681952
-11.806095111067407,-14.5967097571152,-43.0332177107619
-12.176452624379063,-14.596709755225639,-42.53467301768251
-12.176452624225032,-14.16975357659976,-42.03321771226621
-12.176452623978761,-14.015826723509235,-41.03321771283963
-12.176452624765616,-15.027862104558153,-44.033217709069504
-12.176452624532281,-15.022082834475441,-43.03321770909103
-12.815863593132235,9.403290272775287,-35.033217799933766
-13.176452620633672,9.403290271260367,-35.44832743424922
-13.17645262050143,9.810917378519662,-35.03321780136834
-13.176452620260651,9.901930336956866,-34.03321780170739
